"city","time_period","country","variable","value","lat","long"
"Riga",2015,"Latvia","rent",630,56.9493977,24.1051846
"Riga",2015,"Latvia","monthly_income",580.833333333333,56.9493977,24.1051846
"Riga",2016,"Latvia","rent",600,56.9493977,24.1051846
"Riga",2016,"Latvia","monthly_income",627.166666666667,56.9493977,24.1051846
"Riga",2017,"Latvia","rent",590,56.9493977,24.1051846
"Riga",2017,"Latvia","monthly_income",652.583333333333,56.9493977,24.1051846
"Riga",2018,"Latvia","rent",610,56.9493977,24.1051846
"Riga",2018,"Latvia","monthly_income",728.166666666667,56.9493977,24.1051846
"Riga",2019,"Latvia","rent",640,56.9493977,24.1051846
"Riga",2019,"Latvia","monthly_income",812.416666666667,56.9493977,24.1051846
"Riga",2020,"Latvia","rent",610,56.9493977,24.1051846
"Riga",2020,"Latvia","monthly_income",867.75,56.9493977,24.1051846
"Riga",2021,"Latvia","rent",600,56.9493977,24.1051846
"Riga",2021,"Latvia","monthly_income",936.666666666667,56.9493977,24.1051846
"Riga",2022,"Latvia","rent",690,56.9493977,24.1051846
"Riga",2022,"Latvia","monthly_income",1002.75,56.9493977,24.1051846
"Riga",2023,"Latvia","rent",740,56.9493977,24.1051846
"Riga",2023,"Latvia","monthly_income",1095.66666666667,56.9493977,24.1051846
"Valletta",2014,"Malta","rent",490,35.8989979,14.5136607
"Valletta",2014,"Malta","monthly_income",1192.91666666667,35.8989979,14.5136607
"Valletta",2015,"Malta","rent",610,35.8989979,14.5136607
"Valletta",2015,"Malta","monthly_income",1264.33333333333,35.8989979,14.5136607
"Valletta",2016,"Malta","rent",680,35.8989979,14.5136607
"Valletta",2016,"Malta","monthly_income",1292.08333333333,35.8989979,14.5136607
"Valletta",2017,"Malta","rent",760,35.8989979,14.5136607
"Valletta",2017,"Malta","monthly_income",1365.58333333333,35.8989979,14.5136607
"Valletta",2018,"Malta","rent",820,35.8989979,14.5136607
"Valletta",2018,"Malta","monthly_income",1395.75,35.8989979,14.5136607
"Valletta",2019,"Malta","rent",850,35.8989979,14.5136607
"Valletta",2019,"Malta","monthly_income",1437.16666666667,35.8989979,14.5136607
"Valletta",2020,"Malta","rent",890,35.8989979,14.5136607
"Valletta",2020,"Malta","monthly_income",1587.33333333333,35.8989979,14.5136607
"Valletta",2021,"Malta","rent",710,35.8989979,14.5136607
"Valletta",2021,"Malta","monthly_income",1656.83333333333,35.8989979,14.5136607
"Valletta",2022,"Malta","rent",800,35.8989979,14.5136607
"Valletta",2022,"Malta","monthly_income",1779.08333333333,35.8989979,14.5136607
"Valletta",2023,"Malta","rent",900,35.8989979,14.5136607
"Valletta",2023,"Malta","monthly_income",1887.83333333333,35.8989979,14.5136607
"Den Haag",2014,"Netherlands","rent",1030,52.0799838,4.3113461
"Den Haag",2014,"Netherlands","monthly_income",1932.5,52.0799838,4.3113461
"Den Haag",2015,"Netherlands","rent",1030,52.0799838,4.3113461
"Den Haag",2015,"Netherlands","monthly_income",1993.75,52.0799838,4.3113461
"Den Haag",2016,"Netherlands","rent",1020,52.0799838,4.3113461
"Den Haag",2016,"Netherlands","monthly_income",2113.83333333333,52.0799838,4.3113461
"Den Haag",2017,"Netherlands","rent",1030,52.0799838,4.3113461
"Den Haag",2017,"Netherlands","monthly_income",2195.83333333333,52.0799838,4.3113461
"Den Haag",2018,"Netherlands","rent",1050,52.0799838,4.3113461
"Den Haag",2018,"Netherlands","monthly_income",2237.33333333333,52.0799838,4.3113461
"Den Haag",2019,"Netherlands","rent",1100,52.0799838,4.3113461
"Den Haag",2019,"Netherlands","monthly_income",2279.33333333333,52.0799838,4.3113461
"Den Haag",2020,"Netherlands","rent",1100,52.0799838,4.3113461
"Den Haag",2020,"Netherlands","monthly_income",2441.41666666667,52.0799838,4.3113461
"Den Haag",2021,"Netherlands","rent",1050,52.0799838,4.3113461
"Den Haag",2021,"Netherlands","monthly_income",2552.41666666667,52.0799838,4.3113461
"Den Haag",2022,"Netherlands","rent",1250,52.0799838,4.3113461
"Den Haag",2022,"Netherlands","monthly_income",2650.5,52.0799838,4.3113461
"Den Haag",2023,"Netherlands","rent",1200,52.0799838,4.3113461
"Den Haag",2023,"Netherlands","monthly_income",2714.08333333333,52.0799838,4.3113461
"Oslo",2014,"Norway","rent",1550,59.9133301,10.7389701
"Oslo",2014,"Norway","monthly_income",3914,59.9133301,10.7389701
"Oslo",2015,"Norway","rent",1550,59.9133301,10.7389701
"Oslo",2015,"Norway","monthly_income",3708.08333333333,59.9133301,10.7389701
"Oslo",2016,"Norway","rent",1450,59.9133301,10.7389701
"Oslo",2016,"Norway","monthly_income",3576.33333333333,59.9133301,10.7389701
"Oslo",2017,"Norway","rent",1550,59.9133301,10.7389701
"Oslo",2017,"Norway","monthly_income",3499.25,59.9133301,10.7389701
"Oslo",2018,"Norway","rent",1500,59.9133301,10.7389701
"Oslo",2018,"Norway","monthly_income",3516.91666666667,59.9133301,10.7389701
"Oslo",2019,"Norway","rent",1550,59.9133301,10.7389701
"Oslo",2019,"Norway","monthly_income",3540.66666666667,59.9133301,10.7389701
"Oslo",2020,"Norway","rent",1400,59.9133301,10.7389701
"Oslo",2020,"Norway","monthly_income",3599.91666666667,59.9133301,10.7389701
"Oslo",2021,"Norway","rent",1550,59.9133301,10.7389701
"Oslo",2021,"Norway","monthly_income",3252.41666666667,59.9133301,10.7389701
"Oslo",2022,"Norway","rent",1600,59.9133301,10.7389701
"Oslo",2022,"Norway","monthly_income",3663.16666666667,59.9133301,10.7389701
"Oslo",2023,"Norway","rent",1450,59.9133301,10.7389701
"Oslo",2023,"Norway","monthly_income",3764.25,59.9133301,10.7389701
"Warszawa",2014,"Poland","rent",540,52.2319581,21.0067249
"Warszawa",2014,"Poland","monthly_income",513.583333333333,52.2319581,21.0067249
"Warszawa",2015,"Poland","rent",590,52.2319581,21.0067249
"Warszawa",2015,"Poland","monthly_income",531.333333333333,52.2319581,21.0067249
"Warszawa",2016,"Poland","rent",550,52.2319581,21.0067249
"Warszawa",2016,"Poland","monthly_income",554.916666666667,52.2319581,21.0067249
"Warszawa",2017,"Poland","rent",590,52.2319581,21.0067249
"Warszawa",2017,"Poland","monthly_income",567.5,52.2319581,21.0067249
"Warszawa",2018,"Poland","rent",550,52.2319581,21.0067249
"Warszawa",2018,"Poland","monthly_income",611.416666666667,52.2319581,21.0067249
"Warszawa",2019,"Poland","rent",570,52.2319581,21.0067249
"Warszawa",2019,"Poland","monthly_income",668.5,52.2319581,21.0067249
"Warszawa",2020,"Poland","rent",570,52.2319581,21.0067249
"Warszawa",2020,"Poland","monthly_income",742.25,52.2319581,21.0067249
"Warszawa",2021,"Poland","rent",470,52.2319581,21.0067249
"Warszawa",2021,"Poland","monthly_income",763.416666666667,52.2319581,21.0067249
"Warszawa",2022,"Poland","rent",610,52.2319581,21.0067249
"Warszawa",2022,"Poland","monthly_income",826.666666666667,52.2319581,21.0067249
"Warszawa",2023,"Poland","rent",720,52.2319581,21.0067249
"Warszawa",2023,"Poland","monthly_income",931.75,52.2319581,21.0067249
"Lisboa",2014,"Portugal","rent",600,38.7077507,-9.1365919
"Lisboa",2014,"Portugal","monthly_income",821.333333333333,38.7077507,-9.1365919
"Lisboa",2015,"Portugal","rent",660,38.7077507,-9.1365919
"Lisboa",2015,"Portugal","monthly_income",833,38.7077507,-9.1365919
"Lisboa",2016,"Portugal","rent",770,38.7077507,-9.1365919
"Lisboa",2016,"Portugal","monthly_income",880.166666666667,38.7077507,-9.1365919
"Lisboa",2017,"Portugal","rent",890,38.7077507,-9.1365919
"Lisboa",2017,"Portugal","monthly_income",905.25,38.7077507,-9.1365919
"Lisboa",2018,"Portugal","rent",1050,38.7077507,-9.1365919
"Lisboa",2018,"Portugal","monthly_income",921.916666666667,38.7077507,-9.1365919
"Lisboa",2019,"Portugal","rent",1050,38.7077507,-9.1365919
"Lisboa",2019,"Portugal","monthly_income",982.166666666667,38.7077507,-9.1365919
"Lisboa",2020,"Portugal","rent",1100,38.7077507,-9.1365919
"Lisboa",2020,"Portugal","monthly_income",1058,38.7077507,-9.1365919
"Lisboa",2021,"Portugal","rent",1050,38.7077507,-9.1365919
"Lisboa",2021,"Portugal","monthly_income",1092.75,38.7077507,-9.1365919
"Lisboa",2022,"Portugal","rent",1150,38.7077507,-9.1365919
"Lisboa",2022,"Portugal","monthly_income",1095.66666666667,38.7077507,-9.1365919
"Lisboa",2023,"Portugal","rent",1350,38.7077507,-9.1365919
"Lisboa",2023,"Portugal","monthly_income",1197.33333333333,38.7077507,-9.1365919
"Bucuresti",2014,"Romania","rent",450,44.4361414,26.1027202
"Bucuresti",2014,"Romania","monthly_income",203.583333333333,44.4361414,26.1027202
"Bucuresti",2015,"Romania","rent",470,44.4361414,26.1027202
"Bucuresti",2015,"Romania","monthly_income",222.833333333333,44.4361414,26.1027202
"Bucuresti",2016,"Romania","rent",460,44.4361414,26.1027202
"Bucuresti",2016,"Romania","monthly_income",228.833333333333,44.4361414,26.1027202
"Bucuresti",2017,"Romania","rent",510,44.4361414,26.1027202
"Bucuresti",2017,"Romania","monthly_income",254.916666666667,44.4361414,26.1027202
"Bucuresti",2018,"Romania","rent",530,44.4361414,26.1027202
"Bucuresti",2018,"Romania","monthly_income",318.75,44.4361414,26.1027202
"Bucuresti",2019,"Romania","rent",530,44.4361414,26.1027202
"Bucuresti",2019,"Romania","monthly_income",368.25,44.4361414,26.1027202
"Bucuresti",2020,"Romania","rent",540,44.4361414,26.1027202
"Bucuresti",2020,"Romania","monthly_income",403.833333333333,44.4361414,26.1027202
"Bucuresti",2021,"Romania","rent",510,44.4361414,26.1027202
"Bucuresti",2021,"Romania","monthly_income",454.083333333333,44.4361414,26.1027202
"Bucuresti",2022,"Romania","rent",520,44.4361414,26.1027202
"Bucuresti",2022,"Romania","monthly_income",510.833333333333,44.4361414,26.1027202
"Bucuresti",2023,"Romania","rent",580,44.4361414,26.1027202
"Bucuresti",2023,"Romania","monthly_income",592.333333333333,44.4361414,26.1027202
"Stockholm",2014,"Sweden","rent",1550,59.3251172,18.0710935
"Stockholm",2014,"Sweden","monthly_income",2327.91666666667,59.3251172,18.0710935
"Stockholm",2015,"Sweden","rent",1600,59.3251172,18.0710935
"Stockholm",2015,"Sweden","monthly_income",2268.16666666667,59.3251172,18.0710935
"Stockholm",2016,"Sweden","rent",1650,59.3251172,18.0710935
"Stockholm",2016,"Sweden","monthly_income",2278.91666666667,59.3251172,18.0710935
"Stockholm",2017,"Sweden","rent",1550,59.3251172,18.0710935
"Stockholm",2017,"Sweden","monthly_income",2324.16666666667,59.3251172,18.0710935
"Stockholm",2018,"Sweden","rent",1500,59.3251172,18.0710935
"Stockholm",2018,"Sweden","monthly_income",2308.58333333333,59.3251172,18.0710935
"Stockholm",2019,"Sweden","rent",1500,59.3251172,18.0710935
"Stockholm",2019,"Sweden","monthly_income",2196.33333333333,59.3251172,18.0710935
"Stockholm",2020,"Sweden","rent",1550,59.3251172,18.0710935
"Stockholm",2020,"Sweden","monthly_income",2220.5,59.3251172,18.0710935
"Stockholm",2021,"Sweden","rent",1650,59.3251172,18.0710935
"Stockholm",2021,"Sweden","monthly_income",2304.5,59.3251172,18.0710935
"Stockholm",2022,"Sweden","rent",1650,59.3251172,18.0710935
"Stockholm",2022,"Sweden","monthly_income",2422.75,59.3251172,18.0710935
"Stockholm",2023,"Sweden","rent",1700,59.3251172,18.0710935
"Stockholm",2023,"Sweden","monthly_income",2506.75,59.3251172,18.0710935
"Ljubljana",2014,"Slovenia","rent",470,46.0500268,14.5069289
"Ljubljana",2014,"Slovenia","monthly_income",1070.25,46.0500268,14.5069289
"Ljubljana",2015,"Slovenia","rent",530,46.0500268,14.5069289
"Ljubljana",2015,"Slovenia","monthly_income",1100.91666666667,46.0500268,14.5069289
"Ljubljana",2016,"Slovenia","rent",530,46.0500268,14.5069289
"Ljubljana",2016,"Slovenia","monthly_income",1099.41666666667,46.0500268,14.5069289
"Ljubljana",2017,"Slovenia","rent",550,46.0500268,14.5069289
"Ljubljana",2017,"Slovenia","monthly_income",1132.08333333333,46.0500268,14.5069289
"Ljubljana",2018,"Slovenia","rent",610,46.0500268,14.5069289
"Ljubljana",2018,"Slovenia","monthly_income",1177.25,46.0500268,14.5069289
"Ljubljana",2019,"Slovenia","rent",680,46.0500268,14.5069289
"Ljubljana",2019,"Slovenia","monthly_income",1269.66666666667,46.0500268,14.5069289
"Ljubljana",2020,"Slovenia","rent",660,46.0500268,14.5069289
"Ljubljana",2020,"Slovenia","monthly_income",1319.66666666667,46.0500268,14.5069289
"Ljubljana",2021,"Slovenia","rent",640,46.0500268,14.5069289
"Ljubljana",2021,"Slovenia","monthly_income",1383.08333333333,46.0500268,14.5069289
"Ljubljana",2022,"Slovenia","rent",700,46.0500268,14.5069289
"Ljubljana",2022,"Slovenia","monthly_income",1477.25,46.0500268,14.5069289
"Ljubljana",2023,"Slovenia","rent",820,46.0500268,14.5069289
"Ljubljana",2023,"Slovenia","monthly_income",1609.41666666667,46.0500268,14.5069289
"Ankara",2014,"Türkiye","rent",310,39.9207759,32.8540497
"Ankara",2014,"Türkiye","monthly_income",393.916666666667,39.9207759,32.8540497
"Ankara",2015,"Türkiye","rent",350,39.9207759,32.8540497
"Ankara",2015,"Türkiye","monthly_income",387.916666666667,39.9207759,32.8540497
"Ankara",2016,"Türkiye","rent",400,39.9207759,32.8540497
"Ankara",2016,"Türkiye","monthly_income",434,39.9207759,32.8540497
"Ankara",2017,"Türkiye","rent",360,39.9207759,32.8540497
"Ankara",2017,"Türkiye","monthly_income",452.833333333333,39.9207759,32.8540497
"Ankara",2018,"Türkiye","rent",260,39.9207759,32.8540497
"Ankara",2018,"Türkiye","monthly_income",409.5,39.9207759,32.8540497
"Ankara",2019,"Türkiye","rent",230,39.9207759,32.8540497
"Ankara",2019,"Türkiye","monthly_income",342.75,39.9207759,32.8540497
"Ankara",2020,"Türkiye","rent",210,39.9207759,32.8540497
"Ankara",2020,"Türkiye","monthly_income",362.833333333333,39.9207759,32.8540497
"Ankara",2021,"Türkiye","rent",220,39.9207759,32.8540497
"Ankara",2021,"Türkiye","monthly_income",318.666666666667,39.9207759,32.8540497
"Ankara",2022,"Türkiye","rent",210,39.9207759,32.8540497
"Ankara",2022,"Türkiye","monthly_income",341.166666666667,39.9207759,32.8540497
"Ankara",2023,"Türkiye","rent",410,39.9207759,32.8540497
"Ankara",2023,"Türkiye","monthly_income",360.5,39.9207759,32.8540497
